farm_id,region,farm_size_ha,fertilizer_kg,labour_hours,livestock_units,crop_yield_tonnes,income_local,ghg_tonnes,log_yield,log_farm_size,log_fertilizer,log_labour,log_ghg
1,North,15.516026342348162,139.2360642691539,126.007660572002,6,72.98884160995823,17738.26511291661,13.008241358143687,4.290306574806821,2.7418734473300925,4.936170796737619,4.836342703293835,2.5655831072261623
2,West,20.002626642648,122.63267182435473,53.76246200957289,7,78.60072750470162,14628.383142676787,15.965746548096917,4.364380955177334,2.9958635970630816,4.809193479226016,3.9845754914752947,2.7704455866203994
3,West,13.46869582031648,39.56851110898968,106.72520875251773,11,41.971947064235614,9112.325011853494,25.133649121165682,3.7370014680787156,2.600368164674416,3.6780336279264687,4.670257388627287,3.2242075507694814
4,South,33.036974401349404,41.85533812812473,115.29470092791854,6,65.10477161723841,13027.565153474185,6.789331404720514,4.175997843260222,3.4976273706506027,3.7342193426392907,4.747491467224231,1.915352469081776
5,South,17.64182753003257,54.853054840872595,48.34207554633556,6,50.828901599113934,9921.997061486729,11.18855331234516,3.9284651219220397,2.8702726466881523,4.00465787962565,3.878302310769308,2.4148912299932115
6,South,75.6853751764977,54.87062824393455,161.01771616093814,6,107.3375812369161,23445.263064942446,10.348690153451079,4.675978832834614,4.326584947280893,4.004978200685208,5.0815143971973935,2.336859956480472
7,East,14.566860413359963,41.735858588214384,125.20262418384631,7,65.31267445224557,13623.946797698116,8.061582990472594,4.17918611319473,2.6787491140333084,3.731360677469536,4.829933418381216,2.0871099380374756
8,South,22.218340198290004,161.9400793414212,141.2471118693566,4,58.026620557463026,12730.50504018259,6.385416063927256,4.060901880378226,3.100918082874604,5.087226386201168,4.9505109228749005,1.854016650075249
9,West,57.76575537972604,101.61286680899363,61.383290415727195,7,76.28855785194928,19896.773543683823,8.990795876028482,4.334522964422996,4.056396132621334,4.621170168946787,4.11713765504912,2.1962013736004913
10,West,11.96412870354238,31.171395017874293,63.392633917632715,6,34.368661319962435,7159.149589989839,4.882674316865418,3.537145141018611,2.4819128982777414,3.439500847922913,4.1493476704287975,1.585693085510372
11,South,40.70159787677408,26.381175052280852,340.5651306933117,8,70.52820847644928,17512.47338464525,7.0870270990246045,4.256012750024792,3.7062673515494997,3.272650689598163,5.83060638686716,1.9582659435860974
12,West,11.101062901726781,31.881479037731985,314.15096921086524,7,42.41257425870024,13467.575492163349,10.029220536361695,3.7474448809770795,2.4070408606462106,3.4620252467521233,5.749873664029189,2.305502885729857
13,North,21.207859501030637,108.10969843626764,311.208562975669,5,102.01477140363411,19484.596641360728,5.970919609295247,4.62511762048189,3.054371844154833,4.68314643788508,5.740463307914332,1.7869009539497274
14,East,19.150550862869558,111.44158583587163,253.19932358720715,3,83.20187315027104,13772.812967746553,6.101856806303977,4.421269861399104,2.952331480898025,4.713500559771157,5.534177018809925,1.808593119336728
15,North,18.130440230322247,17.619694647337898,311.13697771823877,3,52.17823179617829,11819.499425856047,4.278473400315176,3.9546653925146074,2.897592306343016,2.869017290467852,5.7402332580366835,1.453596263798139
16,South,49.468586639446855,210.82083057454122,360.55736959343614,10,146.19074024859026,33355.1402464065,25.205701429864334,4.984912209116904,3.901337854777854,5.351008628552425,5.8876510830191835,3.2270702161441744
17,East,44.8157212042032,46.29743249060992,53.837443072116464,7,60.34787467562606,14885.392057137034,10.257195397418414,4.1001257302809355,3.802558997599688,3.835086505788047,3.9859691929776075,2.3279794492967336
18,West,30.914925851557214,86.67350448896302,69.8307651607307,4,67.1594000132022,13273.698350837418,4.925532558059804,4.207068898476793,3.4312391045459774,4.462148237184712,4.246074674276512,1.594432402394238
19,South,19.12113435475149,128.8681453591,208.9399006789596,5,59.90246984476854,8826.754609955853,8.77747541397321,4.0927177370721655,2.9507942340407878,4.858789752632373,5.342046654052494,2.1721888280281263
20,North,7.382947706874227,36.10868401012757,216.68687523819167,4,41.32438314639993,12517.599694304256,6.923119324401536,3.7214527167088067,1.999172977141776,3.586533390707452,5.378453340202282,1.93486643748575
21,East,30.52080665949457,55.957937785301944,154.59700408850568,7,71.00063715729046,19648.41961530722,14.64589432897761,4.262688851047393,3.418408636587768,4.024600297533218,5.0408217574953476,2.6841600456038104
22,West,19.759983867648906,84.41802481784863,164.11219415853202,6,65.39047725548554,15377.63418009478,8.31390555637789,4.180376640147032,2.9836588759048595,4.435780942992845,5.100550304649882,2.1179294811770255
23,South,12.757980632437192,18.256048667903073,229.63090394709113,7,41.25295097084656,9623.979285665126,7.991807532892025,3.7197226489091095,2.546157007746593,2.9044964589741347,5.4364732544604655,2.078416958585297
24,North,23.166190771469108,39.521891786533416,69.11931571435942,6,44.96713632783687,9202.514713362196,4.535085153813332,3.805931919142728,3.1426939214528984,3.6768547408264234,4.23583422448093,1.5118438604169069
25,West,22.943951776722308,54.27160204325441,112.93220254446315,7,59.15788971958524,12387.947732861205,4.903800212231931,4.080209966475911,3.1330543626333722,3.9940011075079433,4.726787661171199,1.5900104580470766
26,West,18.202725558755752,103.9801654039526,92.43268855698969,6,52.81640620464689,9988.976992237654,10.478243345125986,3.966821866020502,2.9015713388460336,4.644200163682835,4.52648068834678,2.3493010451032506
27,South,26.120070656940918,63.15128588676323,257.82637043314895,5,80.98447096571454,18213.577562019847,14.703506584489093,4.3942574198198265,3.2627040094941933,4.145533211008242,5.552286375549778,2.6880860085003175
28,South,82.07292270399121,56.26029676002178,123.68257871736492,4,103.82436124839685,20732.29612986785,5.3905510394789715,4.642700637303304,4.407608153338346,4.029989077843778,4.817718434535767,1.6846476133649682
29,North,16.47228812369361,77.4428934833478,177.7453061591625,2,78.0946919272656,12395.21450083392,2.1471785497430638,4.357922089456084,2.801679461297474,4.349540806466421,5.180351661353878,0.7641546778715671
30,North,39.22953945001212,86.00867570305167,129.77356468716357,5,80.31102490759996,15829.933746702185,6.850164351649779,4.385906908011604,3.6694300204128636,4.454448171433478,4.865791121641832,1.9242726449278815
31,South,80.54657086168952,51.57051775523542,197.74832122267915,8,115.80581776581651,26264.967556380987,10.120854065551182,4.75191480365081,4.388835537167311,3.942950147865783,5.286995117219461,2.314598054127529
32,West,26.66908900812283,27.99706845633097,449.60588418371094,9,82.76421562404315,18862.44529816184,6.156296914139646,4.415995789521605,3.2835051796848744,3.3320998067058074,6.108371386091061,1.8174754464801324
33,South,23.6170580016353,14.806376821131781,172.4614451859191,4,55.19403381186296,16037.764106371915,6.204048760924718,4.010854864323224,3.1619692476193095,2.6950579542665305,5.1501737053216035,1.8252021048779767
34,West,38.53504848523751,40.92373158684127,64.68876288588096,7,54.62143259589253,9159.467995972605,11.715985517231402,4.000426344114133,3.6515681774421536,3.7117101291749632,4.1695875061426415,2.4609541928117187
35,North,21.34333281520196,76.21830161894478,68.434357960101,4,43.45917443030182,10615.16916635638,5.935978940982849,3.771821978566443,3.060739410586572,4.333601612580617,4.225875007871592,1.7810319581806948
36,South,25.80174429430895,23.86725812995962,74.18057433146328,9,52.77022501789532,12671.443560311389,10.267776160961567,3.9659471115338465,3.2504420979487816,3.1725075669729703,4.30650231443459,2.3290104630986606
37,South,9.065416685295297,25.025350774402035,228.4157204580569,3,40.7934258372648,7236.669566077854,3.5096998014288188,3.7085209369874628,2.204466809537077,3.21988934206217,5.431167304038742,1.255530507161705
38,East,19.26816766347866,88.83106416623346,125.25136218879618,5,67.54397534625524,16375.191610963406,5.913887213755675,4.212778872364397,2.9584543903846026,4.486736410516601,4.830322615664685,1.777303350189194
39,West,47.57596987142367,108.99563519836106,109.28124154974189,5,105.57200731157613,19452.238977644633,7.933107252783685,4.659393253854903,3.862327799131511,4.691307837375626,4.693924756937864,2.0710447940549814
40,South,21.20365352870433,123.3815920889226,117.77371309772863,6,72.9234304688538,15529.028545290552,5.740083367397898,4.289409992983314,3.0541735030894177,4.815281927644765,4.768765097739981,1.7474737341629196
41,West,66.32358865947126,17.13811320004913,188.38018699811613,4,59.51389309662918,13990.636117072343,4.783639588063526,4.086209782717643,4.194545620633754,2.8413048254327875,5.2384621920585595,1.5652016768671175
42,South,21.27201135188944,48.25203797507237,137.6142600268587,6,67.61928775297145,15335.987756889388,8.730171647579237,4.213893264141916,3.0573921875946493,3.876438064718337,4.924454554045744,2.1667850314656927
43,West,33.109782084457414,93.37571659246242,208.17739378508873,5,86.04773894741399,21137.489682567226,7.723923086221578,4.454902246279951,3.4998287699747483,4.5366313177738675,5.338390570963367,2.044322406751487
44,West,12.644740794265552,24.285335749467595,179.8810379397758,8,38.316035676093954,9684.949553400018,12.34568101841335,3.6458684946219435,2.537241381237692,3.189872701086845,5.192295732064733,2.5133062868011664
45,South,18.121449297802656,26.317443266755824,157.82836289395183,6,48.44704830815809,11668.415022067678,7.4217525822090105,3.880471414048691,2.89709628073878,3.2702319614178625,5.0615081317659625,2.0044152263523634
46,West,16.25254967539568,46.780536487827185,197.2193836589577,4,62.72638069875351,13247.610386595077,8.74395001687667,4.138782103947309,2.788249799569015,3.8454672294063728,5.2843167317545765,2.168362034581215
47,South,21.3739528632884,30.82910577990384,133.77011210467546,6,50.80800094557288,13253.470737569432,7.672477733718926,3.928053841111382,3.0621730247708263,3.4284592366088997,4.896122745347627,2.037639605418123
48,South,30.605413412206772,122.6253787012027,172.8920312491447,7,84.12039712774062,20904.745016381883,13.020622668686444,4.432249071790315,3.421176902207448,4.8091340061678345,5.152667302842536,2.5665344596527473
49,North,14.6123684941774,59.13107928328057,132.17630540984007,7,53.279212408265884,8704.095446533875,9.336889861129647,3.975546243995735,2.6818683272146555,4.079756662385263,4.8841366784475495,2.2339732054730908
50,South,10.055715805433165,39.180315620637906,101.00444306203073,2,37.718530823304974,9057.289252527737,3.4569100910637367,3.630151507465478,2.308141209694594,3.668174468140862,4.615164506586872,1.240375152809476
51,East,20.829652218440312,29.287369770070296,78.8194807293941,11,55.980819082050296,12744.417627092305,16.707407092487887,4.025009115671053,3.036377558947243,3.377156357219514,4.367160183688751,2.8158521595609254
52,West,30.749287335696867,63.81106278523777,129.96072128160796,5,70.37744510190677,18678.745723685646,5.173836966527588,4.253872829755507,3.425866817909059,4.155926573206807,4.86723226081326,1.6436145731258263
53,North,50.85567771812539,64.73227147775437,217.2205130183127,6,91.90378948600389,20133.40413239287,8.173161875979934,4.5207422633972945,3.9289917724684678,4.17025986351834,5.380913026594395,2.1008558445265146
54,South,9.85392340308475,34.61217711952582,72.61989712047729,7,34.8017154846935,8892.802887263048,8.291011177897346,3.549666681102613,2.2878696909116076,3.5442055600180575,4.285238949302141,2.1151719373296927
55,North,6.6459527420064965,48.20971387883998,221.15227685073882,10,52.6478140170576,12527.270061774225,16.776483647911633,3.963624718573836,1.8940080591647943,3.875560533507573,5.3988514997654695,2.819978122935577
56,West,14.778392814504782,43.54979738952545,176.17885626231848,7,45.74506240084986,9686.945363477345,10.696637426346436,3.8230838602326527,2.693166169046126,3.7739050509231764,5.171499707790436,2.369929432858125
57,West,44.957939635542324,21.00356144646633,370.63669889386705,5,76.21279862508848,18162.4370179459,3.2945418740310797,4.333529409547904,3.8057273779237613,3.0446920160330815,5.915222334566105,1.1922671215750966
58,North,10.013230071440754,64.31625103965047,136.27630406556523,6,52.27337492695912,7870.375367241253,12.616068236459856,3.9564871578292697,2.303907225735312,4.1638123370969256,4.914684472272126,2.5349712583699415
59,West,14.536905958773056,60.860122417810125,195.51897287985176,10,69.57097710767948,13766.315275299039,14.953531572593521,4.242347484794222,2.6766906543287496,4.108578155932627,5.275657422695351,2.7049474975313634
60,South,52.47804724245394,68.13969042863053,82.07297941776167,7,85.75885304299744,18756.719823931322,9.179267827122457,4.451539323200846,3.960394934386642,4.221559869055939,4.407608844354932,2.216947444057541
61,South,16.94966210407022,94.92980038305596,202.96737260526209,6,59.497919377801196,14181.51857830287,12.152710158267823,4.085941343499858,2.8302478987646436,4.553137675111089,5.313045240041514,2.497552203206403
62,East,19.742568480702356,59.3807204183308,204.066582056195,2,57.50148703940772,13023.07425023806,7.063284014134683,4.051810809023817,2.9827771410781434,4.083969601601708,5.3184463232214,1.9549101011622394
63,South,22.717363674056,70.90175398273645,467.4131409540113,3,71.42720337711063,12776.740822053645,4.697240715918024,4.2686787964630115,3.123129551647427,4.261295172057702,6.147213536715981,1.5469752545964923
64,West,32.08794887585259,56.70630124932688,145.87954365808324,7,64.39181691100572,14883.826878137943,9.960746924370481,4.1649865584373735,3.4684805352183083,4.037885337703971,4.982781237734896,2.2986520611913916
65,East,18.386756981336838,17.639963867924397,110.39063510382938,5,51.216129555872826,10655.802669071196,7.816247651408082,3.9360545128219497,2.9116306762103106,2.8701670022729417,4.704025303286918,2.056204599423788
66,West,6.677189506705922,42.08557264862935,161.87874860419393,6,40.59663642752366,5533.510628045022,6.00051247945249,3.7036852165629988,1.898697166486737,3.7397049895242587,5.0868475895861,1.7918448788226333
67,West,18.74123022296345,90.384600815598,149.64187038765573,6,60.96657150307068,14079.94942530827,9.555028124814827,4.110325705815584,2.930725921558678,4.504073907927581,5.008244908651067,2.257067521153611
68,North,24.926578155445487,40.08683415586158,145.22807722708308,11,60.363190281032395,12645.05548018456,17.286417351359944,4.100379486728102,3.2159346300098366,3.69104795511174,4.978305453029784,2.849921068933465
69,South,3.6563622356538663,44.020850597348684,103.37050136171484,9,32.65012089584721,4930.810626294172,11.549153588711498,3.4858485584980414,1.2964687284578604,3.7846633988863836,4.638319634735168,2.446612151919878
70,East,42.862009489167576,44.05962189998818,127.43182829684164,10,95.35214884076487,21774.461315628545,10.027376552265897,4.557576868140311,3.757985873901279,3.7855437598573074,4.8475815415813726,2.305319007667906
71,East,17.729401845650845,288.4441487387932,242.54424573973927,9,102.99524397456815,21454.29269277686,16.954005523137972,4.634682812159345,2.875224382667092,5.6645014753135605,5.491184150393065,2.8305041199581304
72,South,7.425600349476625,34.78863786094558,122.42338959161185,8,37.85027603852823,6892.419602184503,20.23055456055195,3.633638272816659,2.004933536568529,3.5492908352195807,4.80748544325732,3.007194063584551
73,East,15.221388617005578,18.151319889047787,145.23899939893275,8,39.141852635818005,5972.314927352836,12.043300100663636,3.6671922944148756,2.7227015846058964,2.898743279226462,4.9783806572283575,2.488508497063079
74,East,57.16503827572468,18.21986585862116,218.7085994502677,7,66.40088337327742,13451.991755091625,7.085738042815859,4.195710360208312,4.045942492559434,2.9025125294897354,5.387740247669936,1.9580840374867021
75,East,32.268991952920864,63.87604904868346,136.7948900317697,5,72.39842809931292,13946.790143380942,9.15665107061935,4.282184587820519,3.4741067676745274,4.15694447185176,4.918482650921853,2.214480508192557
76,South,22.115850249614102,33.05655597358352,73.39564768107238,5,46.5117907247879,8732.577873199503,6.283797941734525,3.8397058444253327,3.0962945573193794,3.4982199119385613,4.295864637964202,1.8379745654738846
77,North,18.847737940771797,44.640096154141794,305.8020711501116,8,72.02422821762661,12492.921110157693,6.695176295864087,4.277002565434203,2.9363929035509866,3.7986324720613673,5.722938066363169,1.9013873112630724
78,West,5.3790094478556005,80.14080334140938,78.37214380908644,6,39.11235660375424,6360.419272919845,6.655234844238001,3.66643844273719,1.6825042397230265,4.3837851293829795,4.36146855566175,1.8954037396148378
79,North,19.525976500666395,88.79295647697259,90.39831056875663,9,62.925323218521946,15599.369717197571,24.22431643501252,4.141948677575878,2.971745707313377,4.4863073278991985,4.504225578824791,3.1873569400417687
80,North,36.55675056898249,33.401794310773724,187.2176943250446,8,62.75280780176945,15121.925071517388,11.535135473544722,4.139203322855759,3.598865863231742,3.508609620419139,5.232272080543785,2.4453976361206617
81,West,12.004446459609463,221.21050549893042,90.4452659042158,7,55.09529981240381,12581.376469829773,8.485374051502866,4.009064409660188,2.485277119456426,5.399114761734384,4.50474487110412,2.1383439815687226
82,North,28.303276623559974,164.16832045364475,81.60262514460096,8,86.16355669252988,20864.670811519045,11.953826285009137,4.456247312085849,3.342977579698238,5.100892245722601,4.401861432342307,2.4810514183414063
83,North,12.598688457790816,172.5010785095971,97.35346406175309,3,51.69741130074481,8507.78257657067,10.655768132865711,3.9454077087084367,2.533592717888102,5.150403488681418,4.578348314767594,2.3661013542581535
84,South,28.830239280377263,75.75461867747876,185.23110022098732,2,69.9622497535037,20223.233143200672,6.8381993893255375,4.2479558073449555,3.3614248113167795,4.327499415170706,5.221604235872902,1.9225244498042104
85,North,9.058978821515401,63.29403860968031,153.24044859161293,4,49.682595518874706,8145.2449067161215,5.174194317839912,3.9056546810043686,2.203756400845297,4.147791147932917,5.032008247207522,1.6436836396569654
86,South,25.11149005844426,63.3336725011644,122.41431670508057,7,61.91652969688636,13960.757806497306,11.787913153138907,4.125787182763969,3.2233255126452027,4.14841713875958,4.807411329782949,2.4670746974525595
87,North,8.894524635389137,108.4359754970428,420.9173827947884,7,71.75782851330001,17390.635350750883,15.121514821936096,4.273296956887167,2.185435877912236,4.686159911225456,6.04243657403229,2.7161185523690263
88,North,7.847812436859843,15.74267912168572,199.80823513032362,6,33.56173502944092,3034.6899140733167,8.662867434667024,3.5133865795904398,2.060234822494774,2.7563754395396733,5.297358082233548,2.159045780316837
89,North,15.103297387014399,131.45952906995106,132.93263636362252,5,66.76639175429733,12938.71082190912,6.807412861781683,4.20119983648591,2.714913089982574,4.878699040522236,4.889842506403992,1.918012145157989
90,North,16.719466077592518,100.54211261472334,91.95065673810423,4,62.32441727996516,12814.648652536272,5.30009140501336,4.132353279666196,2.816573673988339,4.610576670722434,4.521252093364184,1.6677240666382973
91,North,21.468179242521835,71.33507444875369,162.0184759772598,9,70.16546904833812,13057.53010497435,9.255496214350138,4.250856296113957,3.0665718035680554,4.267388134215966,5.087710377971608,2.2252175604012736
92,North,11.233309211473381,106.0521422816838,184.1056508725224,5,58.33933130185152,14310.477216752945,13.752919320143258,4.066276502287007,2.4188834013413176,4.663930881482604,5.215509782349834,2.6212511157693488
93,East,15.090026683725572,72.15397155584478,66.95048677499601,6,61.39849723769378,11780.73245170182,8.397322536915201,4.117385359897453,2.714034041083401,4.278802329523969,4.203953342835112,2.127912909433757
94,East,19.325732875486743,33.30388065413558,263.0884012097524,3,70.13391113132293,14408.219828638994,3.518762264242318,4.250406430725999,2.961437517453585,3.505673926356815,5.572490101972807,1.258109298297251
95,South,39.75774985878604,73.40876328679005,158.02224776917345,4,76.6792262028704,18639.92196987458,9.177916433319808,4.339630826875489,3.682804787098042,4.2960433193221546,5.062735831780012,2.2168002108233025
96,North,39.18289128642652,86.85027880590015,162.43991304509117,6,99.04455450055715,21773.542746830426,11.747254766616642,4.595569794354679,3.668240204750968,4.464185702882308,5.090308167513172,2.4636195764091293
97,North,21.44059141502926,31.59035533784508,214.2158007969915,3,69.21065328213517,15635.923947871905,5.148459309295085,4.23715479993847,3.065285920478367,3.452851863178875,5.36698392185228,1.638697506673722
98,East,48.67353792773163,46.18031747421948,147.01237458396835,8,75.62046334170805,17747.801398117354,10.306155952223337,4.325726925681625,3.8851355133696703,3.832553678615137,4.99051676407905,2.3327413819692384
99,South,19.184478713117503,50.37947048288039,80.15427695523819,6,59.3769876322878,11608.060919749603,3.5939458200105134,4.083906737706715,2.9541015517434963,3.9195837604063546,4.3839532395188066,1.2792507131254531
100,East,75.72857282295195,34.4787738109299,268.56417336946043,9,128.80815106847072,28789.347035993273,15.31124546093736,4.858324096360957,4.327155537351319,3.5403438828351184,5.593089892353914,2.7285875558669335
101,South,46.75132006194798,155.9494427719356,273.00431869767266,4,112.58878548597903,22833.103190829595,12.935844209294734,4.723742114706313,3.844842491955258,5.049531869927426,5.609487614465229,2.5600020790123303
